plot_install_year,target_stand,region_symbol,thinning_intensity,species,marker_label,regional_forest_service,long,lat
2013,cLk,남부03,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부03<br/>thinning_intensity: a무간벌<br/>,cSouth,129.184985288,36.58617446300008
2013,cLk,남부03,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부03<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.18449996000004,36.58629999500005
2013,cLk,남부03,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부03<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.18448931500006,36.58599095400007
2013,cLk,남부04,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부04<br/>thinning_intensity: a무간벌<br/>,cSouth,129.07581199000003,36.74580602000003
2013,cLk,남부04,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부04<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.07634549400007,36.74594355200003
2013,cLk,남부04,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부04<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.07585362700001,36.746229767000045
2013,cLk,남부05,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부05<br/>thinning_intensity: a무간벌<br/>,cSouth,129.10776225100005,36.78386975700005
2013,cLk,남부05,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부05<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.10726571200007,36.78389805000006
2013,cLk,남부05,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부05<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.1078615120001,36.78418003000007
2013,cLk,남부14,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부14<br/>thinning_intensity: a무간벌<br/>,cSouth,129.17667402900008,36.76020101600005
2013,cLk,남부14,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부14<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.17721044600012,36.760483960000045
2013,cLk,남부14,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부14<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.17688860500004,36.76039508200006
2013,cLk,남부06,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부06<br/>thinning_intensity: a무간벌<br/>,cSouth,129.21294596000007,36.999225000000024
2013,cLk,남부06,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부06<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.2125670150001,36.99961197600004
