experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
c낙엽송림_2013_남부03,c낙엽송림,2,2013,b약도간벌,남부03,51,6,24.8,25.4,19.9,23.4,21.1,585,596.5,0.59,29.5,296.2,0.56,1.43,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,2,2013,c강도간벌,남부03,51,6,26.2,26.4,21.7,24.5,22,420,454,0.45,23.1,241.9,0.81,1.48,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,2,2013,a무간벌,남부04,25,3,14.2,15,14.6,18.8,24.3,1126,557.6,0.56,19.9,199.4,2.77,-0.21,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,2,2013,b약도간벌,남부04,25,3,21,21.3,19.9,22.8,29.6,712,572.6,0.57,25.4,262.2,1.1,2.71,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,2,2013,c강도간벌,남부04,25,3,20.1,20.6,19.2,22.1,28.9,491,376.1,0.37,16.3,168.1,1.57,1.58,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,2,2013,a무간벌,남부05,26,3,21.2,21.6,19,22.2,27.3,736,600.2,0.6,26.8,267,2.09,-11.95,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,2,2013,b약도간벌,남부05,26,3,16.7,16.9,15.1,17.4,21.9,1126,658.4,0.66,25.3,232,1.31,2.65,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,2,2013,c강도간벌,남부05,26,3,18.7,19,16.9,19.2,23.6,629,432.7,0.43,17.9,168.5,NaN,-17.9,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,2,2013,a무간벌,남부06,57,6,31.4,31.7,23.4,25.1,21.8,433,600.2,0.6,34.2,366.5,0.87,1.94,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,2,2013,b약도간벌,남부06,57,6,32,32.9,24.8,28.4,24.2,472,687,0.68,40,471,0.9,2.39,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,2,2013,c강도간벌,남부06,57,6,38.1,38.9,27.6,30.3,26.3,208,381.3,0.38,24.7,314,1.06,1.33,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,2,2013,a무간벌,남부07,41,5,25.4,25.7,23,25.2,25,515,535.5,0.53,26.8,297.5,1.43,3,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,2,2013,b약도간벌,남부07,41,5,28.2,28.5,22.5,25.9,25.6,328,393.4,0.39,21,225.6,2.23,3.32,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,2,2013,c강도간벌,남부07,41,5,31.6,31.8,24.9,27.3,27.2,283,393.2,0.39,22.4,256.2,1.62,2.34,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,2,2013,a무간벌,남부08,39,4,23,23.4,23.6,26.6,27.4,736,670.6,0.67,31.5,369,0.9,2.59,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,2,2013,b약도간벌,남부08,39,4,21,21.9,21.8,26.2,26.6,868,725.4,0.72,32.8,364.6,1.73,2,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,2,2013,c강도간벌,남부08,39,4,19.9,20.4,19,24,24.2,577,436.8,0.43,18.9,195.6,0.74,1.44,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,2,2013,a무간벌,남부09,47,5,25.9,26.5,23.4,27.9,26,998,1082.3,1.08,55.1,641.1,1.3,3.79,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,2,2013,b약도간벌,남부09,47,5,22.8,23.5,19.5,24.4,23.3,737,677.6,0.67,32,312.3,0.6,1.86,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,2,2013,c강도간벌,남부09,47,5,22.2,22.5,22.2,26.1,24.4,539,466.4,0.46,21.4,240.8,0.9,1.81,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,2,2013,a무간벌,남부10,55,6,30.4,31.2,24.5,28,24.8,604,820.4,0.82,46.3,545.9,0.54,1.63,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,2,2013,b약도간벌,남부10,55,6,21.5,22.7,20,24.6,21.2,870,763.9,0.76,35.3,360.4,0.31,1.2,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,2,2013,c강도간벌,남부10,55,6,36.3,36.7,25.9,27.9,24.4,226,383.5,0.38,24,280.9,1.19,1.64,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,2,2013,a무간벌,남부11,42,5,19.2,20.2,19,23.9,23,1428,1063.5,1.06,45.6,494.6,1.97,2.72,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,2,2013,b약도간벌,남부11,42,5,27.7,28.2,25.1,30.4,30.2,583,689.3,0.69,36.5,447.2,0.73,1.98,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,2,2013,c강도간벌,남부11,42,5,26.5,26.8,24,28.6,28.1,501,552.1,0.55,28.3,330.3,1.17,2.61,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,2,2013,a무간벌,남부12,22,3,15.6,15.9,13.1,15.8,22.7,1555,832,0.83,30.7,265.7,1.77,1.77,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,2,2013,b약도간벌,남부12,22,3,17.2,17.4,13,15.4,21.8,771,469.3,0.47,18.4,148.4,1.3,2.93,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,2,2013,c강도간벌,남부12,22,3,17.8,18.2,13.9,17,23.2,677,438.1,0.44,17.6,148.5,1.92,3.99,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,2,2013,a무간벌,남부13,54,6,25.6,26.6,22.6,26.5,22.9,727,790.6,0.79,40.3,465.2,0.73,2.36,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,2,2013,b약도간벌,남부13,54,6,30.4,30.8,26.4,29.3,25.6,715,953,0.95,53.3,657.6,1,3.56,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,2,2013,c강도간벌,남부13,54,6,28.1,28.4,23.9,25.6,22.3,404,480.3,0.48,25.5,285.7,0.89,1.63,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,2,2013,a무간벌,남부14,41,5,23.7,24.1,20.6,24.9,24.2,654,621.8,0.62,29.8,309.9,0.91,-0.08,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,2,2013,b약도간벌,남부14,41,5,32.3,32.6,24.9,27.7,27.6,434,624.5,0.62,36.2,416.5,0.59,1.35,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,2,2013,c강도간벌,남부14,41,5,25.6,25.8,22.5,24.4,24,272,284.2,0.28,14.2,153.5,0.85,0.97,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,2,2013,a무간벌,남부15,24,3,23.1,23.3,20.1,22.5,30.4,909,825.7,0.82,38.8,390.3,1.66,5.92,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,2,2013,b약도간벌,남부15,24,3,21.3,21.4,19.6,21.2,28.3,581,468.9,0.47,20.9,209,2,4.15,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,2,2013,c강도간벌,남부15,24,3,21.5,21.8,18.2,20.5,28.1,539,446.6,0.44,20.1,191.6,2.25,4.49,list(),NA,NA,cSouth
c낙엽송림_2013_동부01,c낙엽송림,2,2013,a무간벌,동부01,52,6,31.8,32.5,27.5,30.3,27,386,553.1,0.55,32,411.2,1.37,2.97,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,2,2013,b약도간벌,동부01,52,6,31.9,32.1,28.8,30.6,27.4,282,396.8,0.4,22.8,298.3,1.57,2.3,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,2,2013,c강도간벌,동부01,52,6,34.5,34.7,30.7,33,29.3,195,305.6,0.3,18.4,255,1.78,1.94,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,2,2013,a무간벌,동부02,63,7,36,36.2,27.1,30.1,25,462,769.1,0.77,47.7,575.5,0.98,2.69,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,2,2013,b약도간벌,동부02,63,7,38.5,38.8,29.3,32.1,26.1,280,512.3,0.51,33.1,437.5,0.99,1.79,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,2,2013,c강도간벌,동부02,63,7,30.3,30.8,23.3,27,22.1,371,493.2,0.49,27.6,304.4,0.96,1.78,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,2,2013,a무간벌,동부03,22,3,19.7,20.1,15.8,18.6,27.2,834,616.9,0.61,26.4,231.4,1.65,4.73,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,2,2013,b약도간벌,동부03,22,3,23,23.1,18.1,19.5,28.6,575,516.7,0.51,24.1,219.3,1.85,4.09,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,2,2013,c강도간벌,동부03,22,3,21.7,21.9,17.9,20.1,28.9,441,369.1,0.37,16.7,155.1,2.5,4.08,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,2,2013,a무간벌,동부04,29,3,14,14.4,8.6,11.5,13.7,1571,737.7,0.73,25.6,188,0.59,2.38,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,2,2013,b약도간벌,동부04,29,3,17.3,17.7,11.1,13,15.6,788,488.5,0.49,19.3,138.5,1.04,2.5,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,2,2013,c강도간벌,동부04,29,3,18.6,18.5,13.1,14.8,19.5,727,479.4,0.48,19.5,150.3,1.27,2.75,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,2,2013,a무간벌,동부05,43,5,24.2,25.5,22.8,25.5,24.4,618,634.5,0.63,31.5,339.8,0.51,1.34,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,2,2013,b약도간벌,동부05,43,5,31,31.3,28.7,30.5,29.5,337,459.1,0.46,26,340.7,1.45,2.5,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,2,2013,c강도간벌,동부05,43,5,30.7,30.9,27.1,28.6,27.3,332,444,0.44,24.9,308.1,1.51,2.49,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,2,2013,a무간벌,동부06,42,5,26.3,26.8,20.4,23.8,23.7,758,833.3,0.83,42.7,429.4,0.73,2.43,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,2,2013,b약도간벌,동부06,42,5,25.7,26.1,20.3,23.1,22.4,718,761.7,0.76,38.4,381.3,1.11,2.42,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,2,2013,c강도간벌,동부06,42,5,27.8,28.2,22.6,25.9,25.1,443,522.4,0.52,27.6,299.6,1.05,1.19,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,2,2013,a무간벌,동부07,58,6,36.2,37.2,25.7,30.7,26.1,427,736.9,0.73,46.4,565.9,0.77,2.05,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,2,2013,b약도간벌,동부07,58,6,32.7,33.4,26.4,29.9,25.5,540,803.6,0.8,47.3,578.6,1.41,5.85,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,2,2013,c강도간벌,동부07,58,6,35.3,35.6,27.4,30.8,26.3,315,510.5,0.51,31.3,390.4,0.85,1.52,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,2,2013,a무간벌,동부08,23,3,15.9,16.3,16.4,18.7,26.7,1417,784.7,0.78,29.4,292,1.14,2.47,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,2,2013,b약도간벌,동부08,23,3,18.4,18.7,17.1,19.5,27.6,975,655.9,0.65,26.9,256.8,1.57,3.62,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,2,2013,c강도간벌,동부08,23,3,15.8,15.9,14.6,16.6,23.4,888,479.1,0.48,17.7,162.1,1.02,2.42,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,2,2013,a무간벌,동부09,40,4,23.6,24,23.3,27.3,27.2,772,728.2,0.72,34.8,401.2,0.24,-0.74,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,2,2013,b약도간벌,동부09,40,4,20,20.6,20.2,23.8,23.7,757,581.3,0.58,25.3,272.7,0.57,1.49,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,2,2013,c강도간벌,동부09,40,4,23.6,23.8,22.4,25.4,24.9,406,379.7,0.38,18.1,199.6,0.94,1.46,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,2,2013,a무간벌,동부10,36,4,16.3,16.9,12.7,16.7,17.5,1208,706.9,0.7,27.2,227.7,-0.44,3.28,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,2,2013,b약도간벌,동부10,36,4,18.9,19.3,14.8,18.1,19.2,832,581.8,0.58,24.3,208.4,0.96,2.61,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,2,2013,c강도간벌,동부10,36,4,19.2,19.4,14.9,17.6,18.2,570,403.2,0.4,16.9,142.5,1.42,2.63,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,2,2013,a무간벌,동부11,62,7,36.8,37.4,25.8,28.1,23.4,282,490.2,0.49,31,355.2,1.33,2.28,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,2,2013,b약도간벌,동부11,62,7,36.4,36.6,28.9,29.9,24.9,261,439.3,0.44,27.4,355.1,1.27,1.95,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,2,2013,c강도간벌,동부11,62,7,43.9,44,29.3,30.6,25.4,170,368.8,0.37,25.8,334,1.31,1.53,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,2,2013,a무간벌,동부12,28,3,23.8,24.2,18.8,20.5,24.7,685,655.9,0.65,31.6,299,1.22,3.47,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,2,2013,b약도간벌,동부12,28,3,25.6,25.4,19.1,20.5,24.8,470,478.9,0.48,23.7,220.3,3.2,6.2,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,2,2013,c강도간벌,동부12,28,3,27.4,27.6,19.9,21.6,26.1,326,372.8,0.37,19.5,185.2,1.58,2.29,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,2,2013,a무간벌,동부13,25,3,17.4,17.7,15.3,18.6,23.5,1178,733.5,0.73,29,263.3,1.23,2.79,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,2,2013,b약도간벌,동부13,25,3,19.7,19.9,17.6,19.7,25.7,920,673.1,0.67,28.6,271.2,1.48,3.57,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,2,2013,c강도간벌,동부13,25,3,21.5,21.7,18.6,20.2,26,467,384.6,0.38,17.3,165.4,1.83,3.02,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,2,2013,a무간벌,동부14,60,6,40.1,40.6,27,30.1,25.8,356,691.6,0.69,46,555,0.91,2.16,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,2,2013,b약도간벌,동부14,60,6,39.1,39.9,27.8,30,26.1,336,639.9,0.64,42.1,530.3,0.93,2.08,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,2,2013,c강도간벌,동부14,60,6,41.9,42.3,26.9,29.6,25.1,208,428.7,0.43,29.3,351.4,1.22,1.73,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,2,2013,a무간벌,동부15,36,4,32,32.2,24.7,27,27.8,516,731.7,0.73,42.1,478.5,1.08,2.88,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,2,2013,b약도간벌,동부15,36,4,32,32.3,24.1,25.9,27.5,409,580.9,0.58,33.5,371,1.18,2.56,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,2,2013,c강도간벌,동부15,36,4,36.9,37.1,23,25,26.3,179,306.6,0.31,19.3,202.6,1.93,2.07,list(),NA,NA,bEast
c낙엽송림_2013_북부01,c낙엽송림,2,2013,a무간벌,북부01,51,6,25.5,25.9,22.5,24.5,21.8,609,638.7,0.64,32,348.8,0.76,1.95,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,2,2013,b약도간벌,북부01,51,6,24.6,25,21.3,24.8,22.3,592,593.1,0.59,29.1,308.3,0.75,1.72,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,2,2013,c강도간벌,북부01,51,6,27.4,27.9,24.1,26.4,23.7,254,294.8,0.29,15.5,176.5,1.07,1.2,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,2,2013,a무간벌,북부02,25,3,16,16.4,16.2,19.4,24.8,1133,634.9,0.63,23.9,237.3,1.38,4.47,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,2,2013,b약도간벌,북부02,25,3,17.6,18,17.9,21.6,28.1,902,576.8,0.57,23.1,237.8,1.27,3.41,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,2,2013,c강도간벌,북부02,25,3,18.9,19.3,17.4,20.7,27,544,380.3,0.38,15.9,154.5,1.55,2.71,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,2,2013,a무간벌,북부03,51,6,36.3,37.1,26,29,25.7,248,426.9,0.43,26.8,324.4,2.53,3.79,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,2,2013,b약도간벌,북부03,51,6,30.3,30.6,22.4,24.3,21.8,320,423.5,0.42,23.6,246.7,1.07,1.67,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,2,2013,c강도간벌,북부03,51,6,35.5,35.7,27.8,29.6,26.9,197,320.7,0.32,19.7,245.6,1.98,2.26,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,2,2013,a무간벌,북부04,39,4,26.1,26.5,26.6,28.4,28.8,627,679.6,0.68,34.6,434.4,0.94,2.56,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,2,2013,b약도간벌,북부04,39,4,24.1,24.4,23,25.4,25.8,528,510.6,0.51,24.7,275.6,1,2.11,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,2,2013,c강도간벌,북부04,39,4,26.9,27.1,25.4,28.1,28.3,354,395.2,0.39,20.4,244,1.29,1.98,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,2,2013,a무간벌,북부05,51,6,26.2,27,21.8,26.7,24.3,490,545.3,0.54,28.1,300.2,0.96,1.95,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,2,2013,b약도간벌,북부05,51,6,32,32.3,24.4,26.1,24.2,261,371.4,0.37,21.4,242.3,0.87,1.15,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,2,2013,c강도간벌,북부05,51,6,32.7,33.1,24.8,28.2,25.3,282,414.4,0.41,24.3,281.8,1.15,1.76,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,2,2013,a무간벌,북부06,40,4,24.2,24.6,22.8,26.1,26.3,666,652.1,0.65,31.7,354.6,0.8,2.14,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,2,2013,b약도간벌,북부06,40,4,24.8,25.2,21.4,25.4,25.3,386,390.5,0.39,19.3,206.7,1.07,1.7,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,2,2013,c강도간벌,북부06,40,4,25.9,26.3,22.5,25.2,25.3,324,346.9,0.35,17.6,190.3,1.63,2.23,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,2,2013,a무간벌,북부07,23,3,16.1,16.3,17.2,19.2,26.6,1110,616.4,0.61,23.1,236,1.66,5.07,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,2,2013,b약도간벌,북부07,23,3,15.8,15.9,15.8,18.2,24.7,804,433,0.43,16,154.8,1.85,4.01,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,2,2013,c강도간벌,북부07,23,3,18.7,18.9,17.1,18.8,26.1,407,277.5,0.28,11.4,107.5,3.23,4.94,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,2,2013,a무간벌,북부08,57,6,37,37.5,29.1,32,27.8,309,540,0.54,34.2,449.4,1.13,2.11,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,2,2013,b약도간벌,북부08,57,6,28.9,29.3,23.7,28.7,24.8,259,322,0.32,17.5,199,1.05,1.33,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,2,2013,c강도간벌,북부08,57,6,40.8,41,29.3,31.5,27,190,374.3,0.37,25.1,327.8,1.71,2.13,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,2,2013,a무간벌,북부09,50,5,26.5,27.2,23.6,27.2,24.7,668,751.2,0.75,38.9,446.7,0.03,2.89,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,2,2013,b약도간벌,북부09,50,5,29.7,30,25.5,28,25.4,577,739.9,0.74,40.7,479.6,0.93,2.64,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,2,2013,c강도간벌,북부09,50,5,31.1,31.6,29,32.9,29.8,295,406.5,0.4,23.1,311.8,0.89,1.32,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,2,2013,a무간벌,북부10,27,3,18.5,18.7,16.9,19.4,24.4,814,545.3,0.54,22.3,210.2,1.12,2.81,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,2,2013,b약도간벌,북부10,27,3,20.5,21,17.3,20,25,610,480.4,0.48,21.1,197.6,1.15,2.37,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,2,2013,c강도간벌,북부10,27,3,20.1,20.4,17.3,19.7,24.4,451,340.2,0.34,14.7,136.2,1.6,2.44,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,2,2013,a무간벌,북부11,51,6,21.9,22.2,18.5,22.4,20,935,796.6,0.79,36.3,349,0.42,0.26,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,2,2013,b약도간벌,북부11,51,6,22.2,22.5,22.1,25.3,22.5,692,597.2,0.59,27.4,304.8,0.67,0.72,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,2,2013,c강도간벌,북부11,51,6,28.2,28.4,25.7,28,24.9,326,387.5,0.39,20.6,248,0.88,0.17,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,2,2013,a무간벌,북부12,42,5,22.3,23,22.1,26.2,25.8,992,886.6,0.88,41.3,472.1,0.85,1.65,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,2,2013,b약도간벌,북부12,42,5,21.4,21.7,21.3,24.5,24.1,856,702.9,0.7,31.5,343.5,0.42,0.51,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,2,2013,c강도간벌,북부12,42,5,25,25.3,24.2,26.8,26.3,461,469,0.47,23.2,271.3,1.17,2.25,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,2,2013,a무간벌,북부13,43,5,25.7,26.1,24,26.5,25.5,778,826.6,0.82,41.7,482,0.91,3.17,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,2,2013,b약도간벌,북부13,43,5,24.5,24.7,20.5,22.9,22,571,561.9,0.56,27.4,275.7,1.18,2.73,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,2,2013,c강도간벌,북부13,43,5,26.9,27,22.2,23.8,23.3,346,385.8,0.38,19.9,210.1,1.9,2.91,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,2,2013,a무간벌,북부14,36,4,20.5,20.9,21.9,25.1,26.7,1044,817.4,0.81,35.9,398.9,2.08,-2.37,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,2,2013,b약도간벌,북부14,36,4,22.3,22.7,21.4,24.7,26.4,861,755.5,0.75,34.9,380.3,1.31,1.09,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,2,2013,c강도간벌,북부14,36,4,26,26.3,24,27.2,28.7,393,421.7,0.42,21.4,247.7,1.29,2.2,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,2,2013,a무간벌,북부15,22,3,12.2,12.4,12.6,14.6,20.6,1296,494.6,0.49,15.6,157.7,1.34,3.6,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,2,2013,b약도간벌,북부15,22,3,15.2,15.3,16.1,18,25.6,731,374.2,0.37,13.5,136,1.79,3.52,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,2,2013,c강도간벌,북부15,22,3,16.9,17.1,16.2,19.8,26.9,519,308,0.31,11.9,115.4,1.78,2.67,list(),NA,NA,aNorth
a소나무림_2012_동부02,a소나무림,3,2012,a무간벌,동부02,67,7,35.5,35.8,18.1,19.7,16,300,436.9,0.42,30.2,249.3,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부02,a소나무림,3,2012,b약도간벌,동부02,67,7,24.8,26.9,13.4,16.6,14.2,567,611.8,0.59,32.2,218.7,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부02,a소나무림,3,2012,c강도간벌,동부02,67,7,25.8,28.6,14.1,17.6,14.8,422,485.4,0.47,27.1,190.1,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,3,2012,a무간벌,동부03,54,6,28.2,28.8,17.5,19.8,16.7,300,347.4,0.33,19.5,161.3,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,3,2012,b약도간벌,동부03,54,6,31.6,32.1,16.9,19.1,16.3,350,455.3,0.44,28.4,224.8,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,3,2012,c강도간벌,동부03,54,6,33.3,33.7,19.3,21.4,18,189,257.8,0.25,16.8,150.9,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,3,2012,a무간벌,동부05,40,4,25.7,26.3,17.8,19.2,18.9,400,421.3,0.4,21.7,174.2,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,3,2012,b약도간벌,동부05,40,4,25.8,26.3,16.4,18.1,17.8,350,369,0.35,19,148.7,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,3,2012,c강도간벌,동부05,40,4,28.7,29.2,17.6,19.4,18.6,256,300.9,0.29,17.1,146.2,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부06,a소나무림,3,2012,a무간벌,동부06,105,11,37.2,37.9,16.7,18.8,14.5,500,772.9,0.74,56.4,438.2,NA,NA,list(),NA,NA,bEast
